250	0.336198
249.9	0.366476
249.8	0.342146
249.7	0.369764
249.6	0.365829
249.5	0.364863
249.4	0.327386
249.3	0.343954
249.2	0.312397
249.1	0.301458
249	0.294563
248.9	0.274255
248.8	0.291538
248.7	0.298333
248.6	0.27524
248.5	0.294327
248.4	0.337381
248.3	0.385367
248.2	0.442578
248.1	0.403337
248	0.422335
247.9	0.460974
247.8	0.441421
247.7	0.445742
247.6	0.432458
247.5	0.337122
247.4	0.277557
247.3	0.25055500000000003
247.2	0.218288
247.1	0.166034
247	0.127305
246.9	0.0946003
246.8	0.110272
246.7	0.115347
246.6	0.10344
246.5	0.067453
246.4	0.0679478
246.3	0.079113
246.2	0.157075
246.1	0.213746
246	0.278566
245.9	0.278693
245.8	0.282419
245.7	0.291958
245.6	0.278809
245.5	0.304778
245.4	0.303307
245.3	0.276577
245.2	0.310717
245.1	0.306291
245	0.300628
244.9	0.313112
244.8	0.328835
244.7	0.368658
244.6	0.358984
244.5	0.370056
244.4	0.314051
244.3	0.259983
244.2	0.214799
244.1	0.198064
244	0.238303
243.9	0.19302
243.8	0.180209
243.7	0.176199
243.6	0.150356
243.5	0.1738
243.4	0.133432
243.3	0.0966862
243.2	0.104613
243.1	0.112365
243	0.151781
242.9	0.163233
242.8	0.181457
242.7	0.162397
242.6	0.175145
242.5	0.141797
242.4	0.125759
242.3	0.1072
242.2	0.101638
242.1	0.0836041
242	0.0253235
241.9	0.0212021
241.8	-0.0121693
241.7	0.0328602
241.6	0.0202961
241.5	0.0203876
241.4	0.00570908
241.3	-0.0362103
241.2	-0.0581387
241.1	-0.0909191
241	-0.129805
240.9	-0.156984
240.8	-0.2018
240.7	-0.159873
240.6	-0.173401
240.5	-0.193367
240.4	-0.234662
240.3	-0.20248
240.2	-0.211682
240.1	-0.224548
240	-0.186468
239.9	-0.149384
239.8	-0.0911861
239.7	-0.064056
239.6	-0.0959736
239.5	-0.109784
239.4	-0.075779
239.3	-0.0962837
239.2	-0.0826927
239.1	-0.101442
239	-0.131755
238.9	-0.200805
238.8	-0.174068
238.7	-0.192673
238.6	-0.203485
238.5	-0.232772
238.4	-0.205988
238.3	-0.205184
238.2	-0.205914
238.1	-0.208506
238	-0.279277
237.9	-0.264157
237.8	-0.272557
237.7	-0.283191
237.6	-0.275732
237.5	-0.323843
237.4	-0.297778
237.3	-0.376407
237.2	-0.417846
237.1	-0.48238
237	-0.558138
236.9	-0.552046
236.8	-0.589265
236.7	-0.53743
236.6	-0.556383
236.5	-0.592663
236.4	-0.599187
236.3	-0.619064
236.2	-0.60702
236.1	-0.618051
236	-0.644289
235.9	-0.6581
235.8	-0.665655
235.7	-0.663641
235.6	-0.704635
235.5	-0.680486
235.4	-0.706537
235.3	-0.74472
235.2	-0.778947
235.1	-0.793034
235	-0.800705
234.9	-0.852715
234.8	-0.90583
234.7	-0.910073
234.6	-0.916134
234.5	-0.952697
234.4	-0.93662
234.3	-0.94321
234.2	-1.00157
234.1	-1.04302
234	-1.04165
233.9	-1.04865
233.8	-1.08224
233.7	-1.16111
233.6	-1.21591
233.5	-1.16571
233.4	-1.2019
233.3	-1.21947
233.2	-1.2554
233.1	-1.2758100000000001
233	-1.28627
232.9	-1.26358
232.8	-1.27143
232.7	-1.27444
232.6	-1.2745
232.5	-1.30981
232.4	-1.2773
232.3	-1.30552
232.2	-1.35127
232.1	-1.45026
232	-1.4955
231.9	-1.49701
231.8	-1.53521
231.7	-1.54429
231.6	-1.60492
231.5	-1.66547
231.4	-1.67436
231.3	-1.73195
231.2	-1.76115
231.1	-1.78021
231	-1.78934
230.9	-1.78102
230.8	-1.74916
230.7	-1.79834
230.6	-1.80016
230.5	-1.83365
230.4	-1.91844
230.3	-1.94285
230.2	-1.90069
230.1	-1.92813
230	-1.876
229.9	-1.96126
229.8	-1.95962
229.7	-1.95614
229.6	-2.01488
229.5	-2.05181
229.4	-2.00508
229.3	-2.01237
229.2	-1.9974
229.1	-1.94243
229	-1.87982
228.9	-1.93601
228.8	-2.03228
228.7	-2.11623
228.6	-2.13184
228.5	-2.14927
228.4	-2.223
228.3	-2.19951
228.2	-2.18912
228.1	-2.20502
228	-2.23151
227.9	-2.29975
227.8	-2.31876
227.7	-2.37128
227.6	-2.39265
227.5	-2.39617
227.4	-2.38419
227.3	-2.42575
227.2	-2.43499
227.1	-2.47141
227	-2.54119
226.9	-2.58048
226.8	-2.57826
226.7	-2.58595
226.6	-2.56287
226.5	-2.61186
226.4	-2.64429
226.3	-2.67383
226.2	-2.68263
226.1	-2.693
226	-2.72078
225.9	-2.70299
225.8	-2.76085
225.7	-2.77095
225.6	-2.79291
225.5	-2.8231
225.4	-2.86694
225.3	-2.89071
225.2	-2.83322
225.1	-2.86704
225	-2.90092
224.9	-2.89737
224.8	-2.87128
224.7	-2.86006
224.6	-2.86477
224.5	-2.80143
224.4	-2.72238
224.3	-2.7671
224.2	-2.78272
224.1	-2.77619
224	-2.81514
223.9	-2.81289
223.8	-2.82485
223.7	-2.83417
223.6	-2.88116
223.5	-2.89782
223.4	-2.92488
223.3	-2.909
223.2	-2.94954
223.1	-2.99706
223	-2.98561
222.9	-2.98187
222.8	-3.00259
222.7	-3.03135
222.6	-3.04684
222.5	-3.07755
222.4	-3.11801
222.3	-3.07878
222.2	-3.11466
222.1	-3.16022
222	-3.18022
221.9	-3.21563
221.8	-3.23435
221.7	-3.27988
221.6	-3.28012
221.5	-3.30236
221.4	-3.2497
221.3	-3.28614
221.2	-3.30566
221.1	-3.31336
221	-3.3503
220.9	-3.32417
220.8	-3.32384
220.7	-3.30422
220.6	-3.31486
220.5	-3.30822
220.4	-3.32876
220.3	-3.35211
220.2	-3.33402
220.1	-3.46902
220	-3.46508
219.9	-3.48219
219.8	-3.49432
219.7	-3.49387
219.6	-3.5257
219.5	-3.55577
219.4	-3.60849
219.3	-3.60877
219.2	-3.61402
219.1	-3.54839
219	-3.60515
218.9	-3.64852
218.8	-3.50053
218.7	-3.43459
218.6	-3.38625
218.5	-3.45661
218.4	-3.43267
218.3	-3.40551
218.2	-3.37067
218.1	-3.34643
218	-3.34638
217.9	-3.34922
217.8	-3.4406
217.7	-3.37857
217.6	-3.32152
217.5	-3.41823
217.4	-3.52102
217.3	-3.53212
217.2	-3.51792
217.1	-3.55166
217	-3.58121
216.9	-3.6314
216.8	-3.709
216.7	-3.71559
216.6	-3.70492
216.5	-3.68866
216.4	-3.71994
216.3	-3.73329
216.2	-3.77578
216.1	-3.77205
216	-3.76708
215.9	-3.74797
215.8	-3.79528
215.7	-3.78465
215.6	-3.74375
215.5	-3.74225
215.4	-3.81215
215.3	-3.81952
215.2	-3.7653
215.1	-3.77908
215	-3.80843
214.9	-3.787
214.8	-3.76609
214.7	-3.75653
214.6	-3.76797
214.5	-3.72486
214.4	-3.697
214.3	-3.7093
214.2	-3.67173
214.1	-3.57915
214	-3.52078
213.9	-3.57666
213.8	-3.53561
213.7	-3.54836
213.6	-3.58598
213.5	-3.56233
213.4	-3.60724
213.3	-3.63556
213.2	-3.6895
213.1	-3.74077
213	-3.73349
212.9	-3.75906
212.8	-3.80184
212.7	-3.85411
212.6	-3.88443
212.5	-3.95729
212.4	-3.94885
212.3	-3.98453
212.2	-3.97919
212.1	-4.01266
212	-4.0493
211.9	-4.04628
211.8	-4.06312
211.7	-4.13735
211.6	-4.1482
211.5	-4.13634
211.4	-4.14431
211.3	-4.20953
211.2	-4.23204
211.1	-4.23166
211	-4.21084
210.9	-4.21383
210.8	-4.22341
210.7	-4.22908
210.6	-4.27306
210.5	-4.22609
210.4	-4.11048
210.3	-4.08629
210.2	-4.13483
210.1	-4.20345
210	-4.16278
209.9	-4.18087
209.8	-4.21306
209.7	-4.24981
209.6	-4.30999
209.5	-4.39583
209.4	-4.36835
209.3	-4.35046
209.2	-4.33954
209.1	-4.42736
209	-4.52624
208.9	-4.55771
208.8	-4.54564
208.7	-4.58856
208.6	-4.52783
208.5	-4.54496
208.4	-4.56887
208.3	-4.57557
208.2	-4.54048
208.1	-4.5367
208	-4.52429
207.9	-4.55125
207.8	-4.52429
207.7	-4.50305
207.6	-4.45493
207.5	-4.42077
207.4	-4.36488
207.3	-4.38093
207.2	-4.37071
207.1	-4.37628
207	-4.34705
206.9	-4.31267
206.8	-4.35213
206.7	-4.29678
206.6	-4.30901
206.5	-4.26983
206.4	-4.24685
206.3	-4.20209
206.2	-4.2269
206.1	-4.26366
206	-4.18174
205.9	-4.17945
205.8	-4.04688
205.7	-3.95582
